date,tds
5/15/1972,0
5/15/1972,0
5/15/1972,0.783838385
10/22/1974,9.180303043
2/19/1975,10.15252527
3/19/1975,8.208080819
4/15/1975,9.180303043
1/16/1976,11.92020204
2/19/1976,11.21313133
3/5/1976,11.65505052
3/17/1976,11.56666668
4/2/1976,11.74343436
4/16/1976,10.77121214
5/19/1976,10.94797981
6/24/1976,11.8318182
7/30/1976,12.45050507
8/27/1976,12.18535355
9/30/1976,12.36212123
10/14/1976,11.47828284
11/10/1976,10.85959597
11/30/1976,13.33434345
12/14/1976,13.33434345
12/29/1976,12.9808081
1/11/1977,12.9808081
2/8/1977,10.32929294
3/3/1977,12.80404042
4/8/1977,12.62727274
4/25/1977,13.33434345
5/3/1977,14.04141416
5/26/1977,14.04141416
6/30/1977,14.39494951
7/22/1977,14.129798
9/2/1977,14.04141416
10/12/1977,14.57171719
11/4/1977,14.39494951
1/12/1978,15.10202022
3/10/1978,14.57171719
4/5/1978,14.57171719
5/5/1978,14.74848487
10/12/1978,13.95303032
3/29/1979,15.10202022
4/20/1979,10.41767678
8/9/1979,14.57171719
10/5/1979,15.98585861
1/22/1980,16.16262628
3/17/1980,17.04646467
4/16/1980,16.69292932
8/11/1980,16.51616164
10/23/1980,16.33939396
1/13/1981,17.22323235
3/21/1981,17.48838386
4/23/1981,16.78131315
8/26/1981,17.48838386
10/8/1981,10.50606062
1/11/1982,17.48838386
2/22/1982,17.5767677
4/9/1982,17.22323235
4/30/1982,7.677777788
5/24/1982,16.69292932
6/25/1982,16.33939396
10/25/1982,17.22323235
1/25/1983,16.16262628
3/22/1983,17.04646467
4/20/1983,20.05151518
5/24/1983,16.69292932
9/7/1983,17.18787881
12/19/1983,16.86969699
1/26/1984,15.98585861
3/21/1984,16.51616164
4/21/1984,16.86969699
5/25/1984,16.16262628
8/29/1984,21.46565659
9/25/1984,16.69292932
1/24/1985,16.69292932
3/20/1985,16.33939396
4/17/1985,17.04646467
5/23/1985,18.63737376
8/20/1985,16.60454548
11/5/1985,16.86969699
2/25/1986,17.22323235
3/18/1986,16.95808083
4/15/1986,16.95808083
5/22/1986,17.04646467
8/12/1986,16.95808083
10/7/1986,16.33939396
2/1/1989,16.86969699
3/28/1989,17.75353538
6/13/1989,17.5767677
8/25/1989,15.45555558
10/19/1989,15.80909093
1/23/1990,17.22323235
3/13/1990,17.40000002
4/25/1990,18.99090912
5/23/1990,17.5767677
8/30/1990,17.04646467
10/17/1990,17.04646467
2/20/1991,16.86969699
3/21/1991,17.40000002
4/19/1991,17.04646467
5/28/1991,17.75353538
9/4/1991,17.93030305
10/24/1991,18.10707073
1/29/1992,18.63737376
4/1/1992,17.93030305
4/20/1992,18.10707073
5/29/1992,17.04646467
8/30/1992,19.34444447
10/26/1992,18.10707073
1/28/1993,17.93030305
3/31/1993,18.28383841
4/26/1993,17.93030305
5/27/1993,18.63737376
8/24/1993,18.63737376
8/27/1993,17.48838615
9/24/1993,16.95808305
10/29/1993,19.344447
11/26/1993,17.0464669
12/30/1993,14.041416
1/27/1994,18.37222465
2/25/1994,19.96313395
3/30/1994,19.344447
4/28/1994,8.738385
4/29/1994,19.43283085
5/31/1994,19.07929545
6/29/1994,18.01868925
7/29/1994,17.4000023
8/30/1994,18.8141439
9/30/1994,19.07929545
10/28/1994,16.78131535
11/30/1994,12.273739
12/29/1994,14.2181837
1/26/1995,13.5111129
2/24/1995,12.6272744
3/31/1995,10.3292943
5/30/1995,6.970708
7/31/1995,5.3797987
8/29/1995,4.8494956
9/29/1995,4.3191925
10/31/1995,3.7888894
11/30/1995,2.10959625
12/29/1995,3.34697015
1/30/1996,3.2585863
2/29/1996,3.0818186
3/29/1996,12.00858745
4/30/1996,16.6929315
5/31/1996,13.77626445
6/28/1996,8.5616173
7/26/1996,8.3848496
8/29/1996,5.64495025
10/31/1996,4.6727279
11/22/1996,3.70050555
12/27/1996,3.87727325
1/30/1997,2.63989935
2/28/1997,2.81666705
3/28/1997,2.28636395
4/29/1997,1.22575775
5/30/1997,1.57929315
6/30/1997,1.26111129
8/1/1997,1.57929315
9/25/1997,1.40252545
11/26/1997,0.9606062
11/30/1997,1.1373739
12/19/1997,12.273739
1/30/1998,1.04899005
2/27/1998,1.3141416
3/31/1998,0.97828297
4/24/1998,1.22575775
5/29/1998,1.22575775
6/26/1998,0.9606062
7/31/1998,0.7838385
8/31/1998,0.87222235
9/30/1998,0.7838385
10/30/1998,0.69545465
11/27/1998,0.69545465
12/29/1998,0.69545465
1/29/1999,0.87222235
2/27/1999,0.55404049
3/26/1999,0.437373808
4/30/1999,0.493939472
5/28/1999,0.539899074
6/24/1999,0.548737459
7/30/1999,0.617676862
9/2/1999,0.049810626
9/30/1999,0
10/28/1999,0.202272767
11/30/1999,0.734343544
12/30/1999,1.03131328
1/28/2000,1.736616403
3/30/2000,2.0212124
4/28/2000,1.627020429
10/31/2000,7.937450551
