date,tds
10/12/1973,0.495959597
3/14/1974,0
4/9/1974,0
4/23/1974,0
5/9/1974,0.061111112
10/10/1974,0.328030304
2/19/1975,0.902525255
3/19/1975,0.990909093
4/15/1975,4.70303031
5/5/1975,9.917676782
10/14/1975,12.03888891
11/5/1975,11.95050507
1/16/1976,8.680303043
2/19/1976,8.768686881
3/5/1976,10.44797981
3/17/1976,9.564141428
4/2/1976,10.53636365
4/16/1976,10.53636365
5/7/1976,9.829292943
5/19/1976,10.35959597
6/24/1976,8.680303043
7/30/1976,6.735858596
8/27/1976,7.08939395
9/30/1976,4.968181826
10/14/1976,5.675252534
11/1/1976,4.879797987
11/10/1976,4.437878795
11/30/1976,3.995959602
12/14/1976,3.819191925
12/29/1976,3.465656571
1/11/1977,3.465656571
2/8/1977,2.93535354
3/3/1977,3.112121217
4/8/1977,3.642424248
4/25/1977,5.056565664
5/3/1977,4.879797987
5/26/1977,4.70303031
6/30/1977,3.430303036
7/22/1977,3.819191925
9/2/1977,5.410101018
10/12/1977,3.112121217
11/4/1977,3.288888894
1/12/1978,2.228282832
3/10/1978,1.874747478
4/5/1978,2.051515155
5/5/1978,1.874747478
8/16/1978,2.051515155
10/12/1978,5.056565664
1/17/1979,3.288888894
3/12/1979,4.349494956
4/20/1979,9.564141428
5/21/1979,2.93535354
10/5/1979,18.13737376
1/22/1980,15.13232325
3/17/1980,16.54646467
4/16/1980,16.19292932
8/11/1980,17.0767677
10/23/1980,16.36969699
2/3/1981,7.266161627
3/21/1981,16.54646467
4/24/1981,16.19292932
8/26/1981,14.86717174
10/8/1981,11.06666668
1/11/1982,12.21565658
2/22/1982,14.60202022
4/9/1982,17.0767677
4/30/1982,17.25353538
5/24/1982,17.0767677
6/17/1982,16.4227273
8/26/1982,16.4227273
10/25/1982,14.07171719
1/25/1983,10.09444446
3/22/1983,7.001010111
4/20/1983,7.708080819
5/24/1983,9.829292943
9/7/1983,8.415151527
12/19/1983,6.824242434
1/26/1984,8.23838385
3/21/1984,16.01616164
4/21/1984,8.945454558
5/25/1984,23.61717175
8/29/1984,7.884848496
9/25/1984,8.061616173
10/18/1984,7.354545465
1/24/1985,12.30404042
3/20/1985,18.31414144
4/17/1985,19.02121215
5/23/1985,23.08686872
8/20/1985,20.25858589
11/5/1985,16.36969699
1/23/1986,13.36464648
2/25/1986,14.24848487
3/18/1986,14.07171719
4/15/1986,12.65757578
5/22/1986,14.42525255
8/12/1986,14.95555558
10/7/1986,15.66262628
1/29/1987,15.13232325
3/17/1987,14.07171719
4/13/1987,14.60202022
5/19/1987,11.95050507
8/17/1987,15.13232325
10/22/1987,15.83939396
1/13/1988,13.01111113
3/25/1988,14.07171719
4/21/1988,14.95555558
5/25/1988,16.54646467
8/24/1988,14.95555558
10/19/1988,13.89494951
2/1/1989,15.66262628
3/28/1989,18.49090912
4/26/1989,17.96060609
6/13/1989,17.78383841
8/25/1989,17.60707073
10/19/1989,16.90000002
1/23/1990,16.36969699
4/25/1990,19.55151518
5/23/1990,19.19797982
8/30/1990,14.95555558
10/17/1990,15.48585861
11/26/1990,13.36464648
1/29/1991,16.01616164
4/19/1991,16.01616164
5/28/1991,15.30909093
9/4/1991,14.7787879
10/24/1991,12.65757578
1/29/1992,13.18787881
4/1/1992,12.83434345
4/22/1992,12.4808081
5/29/1992,13.54141416
8/30/1992,11.95050507
10/28/1992,11.42020204
1/28/1993,7.884848496
3/31/1993,7.177777788
4/26/1993,6.205555565
5/27/1993,6.117171726
6/25/1993,6.91262725
7/30/1993,7.08939495
8/27/1993,7.97323345
9/24/1993,7.8848496
10/29/1993,7.08939495
11/26/1993,3.20050555
12/30/1993,5.9404049
1/27/1994,4.1727279
2/25/1994,6.02878875
3/30/1994,5.85202105
4/28/1994,4.5262633
4/29/1994,5.5868695
5/31/1994,5.85202105
6/29/1994,5.32171795
7/29/1994,5.5868695
8/30/1994,1.3444447
9/30/1994,5.5868695
10/28/1994,5.85202105
11/30/1994,5.7636372
12/29/1994,4.96818255
1/26/1995,5.85202105
2/24/1995,4.8797987
3/31/1995,5.67525335
5/30/1995,5.14495025
7/31/1995,4.96818255
8/29/1995,4.26111175
9/29/1995,4.1727279
10/31/1995,4.5262633
11/30/1995,4.61464715
12/29/1995,4.43787945
1/30/1996,4.43787945
2/29/1996,4.08434405
3/29/1996,3.9959602
4/30/1996,3.8191925
5/31/1996,3.6424248
6/28/1996,4.5262633
7/26/1996,3.6424248
8/29/1996,3.1121217
10/31/1996,0
11/22/1996,0
12/27/1996,0.1070708
1/30/1997,0.54899005
2/28/1997,1.07929315
3/28/1997,1.3444447
4/29/1997,1.07929315
5/30/1997,1.25606085
6/30/1997,0.90252545
8/1/1997,1.78636395
9/25/1997,1.8747478
11/26/1997,0.9909093
11/30/1997,1.167677
12/19/1997,1.3444447
1/30/1998,0.01868695
2/27/1998,0
3/31/1998,0
4/24/1998,0
5/29/1998,0.01868695
6/26/1998,0.01868695
7/31/1998,0
8/31/1998,0
9/30/1998,0.1070708
10/30/1998,0.1070708
11/27/1998,0.19545465
12/29/1998,0.1070708
1/29/1999,0.2838385
2/27/1999,0.00101018
3/26/1999,0.08939403
4/30/1999,0.198990004
5/28/1999,0.294444562
6/24/1999,0.361616288
7/30/1999,0.181313234
9/2/1999,0.57356076
9/30/1999,0.538383988
10/28/1999,0.453535492
11/30/1999,0.439394076
12/30/1999,0.53131328
1/28/2000,1.105808305
3/30/2000,0
4/28/2000,0
10/31/2000,0
