date,tds
10/12/1973,10.42929294
3/14/1974,9.810606074
4/9/1974,20.32828286
4/23/1974,15.46717174
5/9/1974,20.15151518
10/10/1974,15.82070709
2/20/1975,24.04040407
3/19/1975,20.85858589
4/15/1975,27.92929297
5/5/1975,23.68686872
10/14/1975,27.22222226
11/7/1975,27.57575761
1/14/1976,28.10606064
2/19/1976,26.8686869
3/5/1976,27.39898994
3/17/1976,27.57575761
4/2/1976,27.22222226
4/16/1976,27.39898994
5/7/1976,26.8686869
5/19/1976,27.04545458
6/24/1976,26.51515155
7/30/1976,27.04545458
8/27/1976,27.92929297
9/30/1976,26.1616162
10/14/1976,25.80808084
11/1/1976,27.22222226
11/10/1976,27.57575761
11/30/1976,27.57575761
12/14/1976,28.28282832
12/29/1976,26.51515155
1/11/1977,24.74747478
2/8/1977,26.51515155
3/3/1977,33.58585863
5/26/1977,26.51515155
6/30/1977,27.75252529
7/22/1977,27.92929297
9/2/1977,28.28282832
10/12/1977,28.28282832
11/4/1977,28.28282832
1/12/1978,28.28282832
3/10/1978,28.28282832
4/5/1978,28.28282832
5/5/1978,28.28282832
10/13/1978,22.97979801
3/12/1979,19.79797982
4/16/1979,29.34343438
4/20/1979,22.97979801
8/9/1979,27.75252529
10/5/1979,28.98989903
3/21/1980,28.28282832
8/18/1980,26.1616162
10/23/1980,28.28282832
2/3/1981,23.51010104
3/21/1981,28.28282832
4/24/1981,28.98989903
5/15/1981,28.28282832
8/26/1981,24.74747478
10/9/1981,28.459596
10/23/1981,27.92929297
1/12/1982,29.69696974
4/9/1982,29.16666671
4/30/1982,28.63636367
5/24/1982,29.52020206
5/26/1982,30.40404044
6/17/1982,30.40404044
10/25/1982,28.81313135
1/25/1983,30.7575758
3/22/1983,29.34343438
4/20/1983,27.75252529
5/24/1983,29.34343438
9/7/1983,30.05050509
12/19/1983,28.63636367
1/26/1984,27.57575761
3/4/1984,27.04545458
4/21/1984,29.52020206
5/25/1984,30.22727277
8/29/1984,28.28282832
9/25/1984,29.16666671
1/24/1985,30.05050509
3/19/1985,29.52020206
4/17/1985,29.16666671
5/22/1985,31.81818186
3/27/1990,30.22727277
4/5/1990,30.93434348
4/25/1990,29.16666671
5/4/1990,29.34343438
5/23/1990,29.34343438
12/20/1990,29.34343438
1/29/1991,29.16666671
2/20/1991,28.28282832
3/21/1991,28.81313135
4/19/1991,29.34343438
5/28/1991,29.34343438
6/24/1991,29.69696974
7/31/1991,29.16666671
9/4/1991,29.52020206
9/30/1991,28.63636367
10/24/1991,30.40404044
12/5/1991,29.34343438
1/6/1992,29.52020206
1/29/1992,30.22727277
2/21/1992,29.34343438
4/1/1992,30.22727277
4/20/1992,30.40404044
5/29/1992,30.40404044
7/7/1992,29.52020206
7/28/1992,30.22727277
8/30/1992,30.93434348
10/6/1992,30.05050509
10/28/1992,30.22727277
11/24/1992,29.69696974
12/22/1992,29.16666671
1/28/1993,29.69696974
2/25/1993,29.52020206
3/31/1993,29.34343438
4/26/1993,31.11111115
5/27/1993,30.05050509
6/23/1993,28.81313135
7/29/1993,30.22727277
8/24/1993,29.69696974
9/27/1993,28.81313135
10/29/1993,25.36616495
11/26/1993,26.60353885
12/30/1993,30.4040444
1/27/1994,31.19949905
2/25/1994,30.66919595
3/30/1994,29.6969736
4/28/1994,22.0959625
4/29/1994,29.8737413
5/31/1994,12.373739
6/29/1994,28.4595997
7/29/1994,26.3383873
8/30/1994,26.1616196
9/30/1994,12.0202036
10/28/1994,5.56818255
11/30/1994,27.84091275
12/29/1994,3.97727325
1/26/1995,28.72475125
2/24/1995,29.3434382
3/31/1995,28.54798355
5/30/1995,29.25505435
7/31/1995,27.3989935
8/29/1995,26.95707425
9/29/1995,10.606062
10/31/1995,26.515155
12/29/1995,28.282832
1/30/1996,28.19444815
2/29/1996,28.8131351
3/29/1996,30.9343475
4/30/1996,1.2373739
5/31/1996,0.97222235
6/28/1996,0.97222235
7/26/1996,1.0606062
8/29/1996,1.14899005
10/31/1996,1.14899005
11/22/1996,1.14899005
12/27/1996,1.0606062
1/30/1997,1.2373739
2/28/1997,1.4141416
3/28/1997,1.4141416
4/29/1997,1.4141416
5/30/1997,1.50252545
6/30/1997,1.4141416
8/1/1997,1.67929315
9/25/1997,1.5909093
11/26/1997,1.9444447
11/30/1997,1.67929315
12/19/1997,2.4747478
1/30/1998,4.2424248
2/27/1998,24.5707103
3/31/1998,14.141416
4/24/1998,13.6111129
5/29/1998,24.30555875
6/26/1998,28.6363674
7/31/1998,19.6212147
8/31/1998,22.71464945
9/30/1998,4.86111175
10/30/1998,18.2070731
11/27/1998,10.87121355
12/29/1998,25.4545488
1/29/1999,29.5202059
2/27/1999,18.2070731
3/26/1999,20.5050532
4/30/1999,22.4494979
5/28/1999,27.3989935
6/24/1999,15.76767884
7/30/1999,12.81565825
9/2/1999,37.89185346
9/30/1999,9.28030425
10/28/1999,0.627525335
11/30/1999,6.390152355
12/30/1999,4.5959602
1/28/2000,30.050509
4/28/2000,24.30555875
10/31/2000,28.76897853
